CustomerId,Recency,Frequency,Monetary,is_high_risk,total_amount,avg_amount,std_amount,min_amount,max_amount,transaction_count,total_value,avg_value,std_value,min_value,max_value,debit_ratio,credit_ratio,transaction_hour_mean,transaction_day_mean,transaction_month_mean,transaction_year_mean,transaction_dayofweek_mean,weekend_transaction_ratio,primary_channel_woe,primary_category_woe,primary_currency_woe,primary_pricing_woe
CustomerId_2089,85,6,10080,0,9920.0,1653.3333333333333,1385.7945975744985,-40.0,3000.0,6,10080,1680.0,1346.7590727372137,40,3000,0.6666666666666666,0.3333333333333333,16.0,19.0,11.0,2018.0,0.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2093,5,25,244000,0,162000.0,6480.0,9691.577099041553,-5000.0,21000.0,25,244000,9760.0,6200.000000000001,1000,21000,0.64,0.36,8.12,9.56,1.48,2019.0,4.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2094,2,156,573046,0,492544.6,3157.337179487179,7646.634548806151,-9000.0,50000.0,156,573046,3673.371794871795,7441.617896596229,10,50000,0.5961538461538461,0.40384615384615385,11.01923076923077,18.544871794871796,10.461538461538462,2018.1025641025642,2.519230769230769,0.21794871794871795,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2095,2,1,10000,0,10000.0,10000.0,0.0,10000.0,10000.0,1,10000,10000.0,0.0,10000,10000,1.0,0.0,10.0,10.0,2.0,2019.0,6.0,1.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2097,32,3,112000,0,100000.0,33333.333333333336,57951.12883571236,-5000.0,100000.0,3,112000,37333.333333333336,54280.137558165174,5000,100000,0.6666666666666666,0.3333333333333333,17.0,16.0,4.666666666666667,2018.6666666666667,3.3333333333333335,0.0,-0.33750847788543664,2.080109767565042,0.0,-0.3872715751354502
CustomerId_2098,74,1,10000,0,10000.0,10000.0,0.0,10000.0,10000.0,1,10000,10000.0,0.0,10000,10000,1.0,0.0,18.0,30.0,11.0,2018.0,4.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2099,88,5,30400,0,20000.0,4000.0,6558.963332722634,-5000.0,10000.0,5,30400,6080.0,4100.2438951847735,200,10000,0.6,0.4,11.0,16.0,11.0,2018.0,4.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2101,79,1,500,0,500.0,500.0,0.0,500.0,500.0,1,500,500.0,0.0,500,500,1.0,0.0,3.0,26.0,11.0,2018.0,0.0,0.0,-0.33750847788543664,-0.8430518131541136,0.0,0.7896345235372848
CustomerId_2102,53,7,61000,0,39000.0,5571.428571428572,9431.456989902512,-5000.0,20000.0,7,61000,8714.285714285714,6047.4315681476355,1000,20000,0.5714285714285714,0.42857142857142855,14.571428571428571,21.0,12.0,2018.0,4.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2103,53,6,41000,0,19000.0,3166.6666666666665,7626.707459098367,-5000.0,10000.0,6,41000,6833.333333333333,3763.863263545405,1000,10000,0.5,0.5,13.0,21.0,12.0,2018.0,4.0,0.0,0.4311943540739834,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2104,67,6,41000,0,19000.0,3166.6666666666665,7626.707459098367,-5000.0,10000.0,6,41000,6833.333333333333,3763.863263545405,1000,10000,0.5,0.5,19.0,7.0,12.0,2018.0,4.0,0.0,0.4311943540739834,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2105,19,1,1000,0,1000.0,1000.0,0.0,1000.0,1000.0,1,1000,1000.0,0.0,1000,1000,1.0,0.0,14.0,24.0,1.0,2019.0,3.0,0.0,-0.33750847788543664,2.080109767565042,0.0,0.7896345235372848
CustomerId_2106,0,14,112000,0,50000.0,3571.4285714285716,8741.715073003834,-5000.0,20000.0,14,112000,8000.0,4607.685886729827,1000,20000,0.5,0.5,15.928571428571429,13.714285714285714,1.5714285714285714,2019.0,3.9285714285714284,0.14285714285714285,0.4311943540739834,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2107,11,7,51000,0,40000.0,5714.285714285715,8385.787295861286,-5000.0,20000.0,7,51000,7285.714285714285,6818.217893122458,500,20000,0.7142857142857143,0.2857142857142857,10.428571428571429,1.0,2.0,2019.0,4.0,0.0,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2108,32,2,40500,0,40500.0,20250.0,353.5533905932738,20000.0,20500.0,2,40500,20250.0,353.5533905932738,20000,20500,1.0,0.0,6.0,12.0,1.0,2019.0,5.0,1.0,-0.33750847788543664,-0.8430518131541136,0.0,0.7896345235372848
CustomerId_2109,37,3,3000,0,1000.0,333.3333333333333,1154.7005383792516,-1000.0,1000.0,3,3000,1000.0,0.0,1000,1000,0.6666666666666666,0.3333333333333333,7.0,6.666666666666667,1.0,2019.0,2.0,0.3333333333333333,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2110,90,1,1000,0,1000.0,1000.0,0.0,1000.0,1000.0,1,1000,1000.0,0.0,1000,1000,1.0,0.0,8.0,15.0,11.0,2018.0,3.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2111,0,111,364568,0,247368.0,2228.5405405405404,5759.448196081073,-5000.0,50000.0,111,364568,3284.3963963963965,5224.697101754111,25,50000,0.5945945945945946,0.40540540540540543,12.198198198198199,15.72072072072072,4.378378378378378,2018.7117117117118,2.2972972972972974,0.13513513513513514,-0.33750847788543664,-0.8430518131541136,0.0,1.458347678759948
CustomerId_2115,26,1,2000,0,2000.0,2000.0,0.0,2000.0,2000.0,1,2000,2000.0,0.0,2000,2000,1.0,0.0,5.0,18.0,1.0,2019.0,4.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2116,84,1,2000,0,2000.0,2000.0,0.0,2000.0,2000.0,1,2000,2000.0,0.0,2000,2000,1.0,0.0,19.0,20.0,11.0,2018.0,1.0,0.0,-0.33750847788543664,-0.8430518131541136,0.0,0.7896345235372848
CustomerId_2117,0,14,102000,0,50000.0,3571.4285714285716,7303.4689936125105,-5000.0,11000.0,14,102000,7285.714285714285,3148.3468538405855,1000,11000,0.5714285714285714,0.42857142857142855,13.214285714285714,13.5,1.5714285714285714,2019.0,3.7142857142857144,0.07142857142857142,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2120,18,5,32000,0,20000.0,4000.0,6745.368781616021,-5000.0,10000.0,5,32000,6400.0,3781.5340802378078,1000,10000,0.6,0.4,16.0,25.0,1.0,2019.0,4.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2122,8,1,500,0,500.0,500.0,0.0,500.0,500.0,1,500,500.0,0.0,500,500,1.0,0.0,17.0,4.0,2.0,2019.0,0.0,0.0,-0.33750847788543664,-0.8430518131541136,0.0,0.7896345235372848
CustomerId_2123,38,4,4500,0,2500.0,625.0,1250.0,-1000.0,2000.0,4,4500,1125.0,629.1528696058958,500,2000,0.75,0.25,5.75,6.0,1.0,2019.0,6.0,1.0,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2126,0,18,12800,0,10300.0,572.2222222222222,1221.61563973364,-1000.0,5000.0,18,12800,711.1111111111111,1141.7614816789676,25,5000,0.6111111111111112,0.3888888888888889,11.555555555555555,28.61111111111111,1.0555555555555556,2019.0,1.5555555555555556,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2127,0,9,21350,0,18650.0,2072.222222222222,2510.496852108053,-1000.0,5000.0,9,21350,2372.222222222222,2191.4822482613095,40,5000,0.5555555555555556,0.4444444444444444,13.333333333333334,4.666666666666667,2.0,2019.0,3.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2130,11,29,110952,0,103476.0,3568.137931034483,7623.147548862224,-1000.0,30000.0,29,110952,3825.9310344827586,7530.873454990058,24,30000,0.5517241379310345,0.4482758620689655,13.206896551724139,21.413793103448278,1.206896551724138,2019.0,3.9310344827586206,0.27586206896551724,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2133,35,9,71400,0,59800.0,6644.444444444444,8477.633972859277,-5000.0,22000.0,9,71400,7933.333333333333,7122.675059273728,300,22000,0.6666666666666666,0.3333333333333333,11.0,17.0,10.333333333333334,2018.111111111111,4.111111111111111,0.3333333333333333,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2134,32,17,112000,0,80000.0,4705.882352941177,6026.137920367747,-5000.0,11000.0,17,112000,6588.235294117647,3704.875563521192,500,11000,0.7647058823529411,0.23529411764705882,15.647058823529411,18.764705882352942,8.117647058823529,2018.3529411764705,3.6470588235294117,0.058823529411764705,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2135,3,82,222386,0,131300.04,1601.22,3904.8436248748717,-5000.0,10000.0,82,222386,2712.0243902439024,3224.512783469124,18,10000,0.8536585365853658,0.14634146341463414,9.182926829268293,14.621951219512194,8.036585365853659,2018.3536585365853,3.9878048780487805,0.2682926829268293,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2136,60,2,1050,0,950.0,475.0,742.4621202458749,-50.0,1000.0,2,1050,525.0,671.7514421272201,50,1000,0.5,0.5,17.0,14.0,12.0,2018.0,4.0,0.0,0.4311943540739834,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2137,5,40,236000,0,164000.0,4100.0,5648.008498577175,-5000.0,10000.0,40,236000,5900.0,3665.850725065266,500,10000,0.8,0.2,9.025,15.325,4.3,2018.725,3.95,0.0,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2138,4,14,112000,0,80000.0,5714.285714285715,6591.7030766372845,-5000.0,11000.0,14,112000,8000.0,3113.247129976625,1000,11000,0.7142857142857143,0.2857142857142857,11.428571428571429,11.5,1.2857142857142858,2019.0,3.857142857142857,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2139,53,1,1000,0,1000.0,1000.0,0.0,1000.0,1000.0,1,1000,1000.0,0.0,1000,1000,1.0,0.0,9.0,22.0,12.0,2018.0,5.0,1.0,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2140,0,13,102000,0,50000.0,3846.153846153846,8060.667402539258,-5000.0,15000.0,13,102000,7846.153846153846,3782.5510317366916,1000,15000,0.5384615384615384,0.46153846153846156,14.0,14.076923076923077,1.5384615384615385,2019.0,3.8461538461538463,0.07692307692307693,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2141,63,1,10000,0,10000.0,10000.0,0.0,10000.0,10000.0,1,10000,10000.0,0.0,10000,10000,1.0,0.0,12.0,11.0,12.0,2018.0,1.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2142,33,28,216700,0,125700.0,4489.285714285715,7006.575709617586,-5000.0,10200.0,28,216700,7739.285714285715,2806.6507370509003,500,10200,0.6428571428571429,0.35714285714285715,10.928571428571429,15.964285714285714,8.071428571428571,2018.357142857143,3.7857142857142856,0.0,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2143,54,1,500000,0,500000.0,500000.0,0.0,500000.0,500000.0,1,500000,500000.0,0.0,500000,500000,1.0,0.0,9.0,21.0,12.0,2018.0,4.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2144,54,4,31000,0,17000.0,4250.0,6652.0673478250355,-2000.0,10000.0,4,31000,7750.0,7228.41614740048,1000,14000,0.5,0.5,12.0,20.0,12.0,2018.0,3.0,0.0,0.4311943540739834,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2145,0,19,142000,0,70000.0,3684.2105263157896,7318.565672915146,-5000.0,11000.0,19,142000,7473.684210526316,2988.281205208691,1000,11000,0.5789473684210527,0.42105263157894735,9.368421052631579,14.210526315789474,1.4210526315789473,2019.0,4.052631578947368,0.15789473684210525,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2147,1,1,10000,0,10000.0,10000.0,0.0,10000.0,10000.0,1,10000,10000.0,0.0,10000,10000,1.0,0.0,15.0,11.0,2.0,2019.0,0.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2148,32,3,37790,0,9000.0,3000.0,13892.443989449805,-13000.0,12000.0,3,37790,12596.666666666666,1772.0139201861068,11200,14590,0.6666666666666666,0.3333333333333333,14.666666666666666,6.333333333333333,8.333333333333334,2018.3333333333333,2.0,0.0,-0.33750847788543664,1.9765690886242013,0.0,-0.3872715751354502
CustomerId_2149,11,9,62000,0,40000.0,4444.444444444444,6463.573143221772,-5000.0,10000.0,9,62000,6888.888888888889,3257.470047615344,1000,10000,0.6666666666666666,0.3333333333333333,12.444444444444445,14.333333333333334,1.4444444444444444,2019.0,4.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2150,18,25,26663,0,24137.0,965.48,1373.363544975134,-1000.0,3500.0,25,26663,1066.52,1293.15870126859,18,3500,0.64,0.36,7.72,18.84,8.04,2018.32,2.2,0.28,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2151,50,1,6000,0,6000.0,6000.0,0.0,6000.0,6000.0,1,6000,6000.0,0.0,6000,6000,1.0,0.0,4.0,25.0,12.0,2018.0,1.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2152,28,3,2050,0,-50.0,-16.666666666666668,1000.4165798972613,-1000.0,1000.0,3,2050,683.3333333333334,548.4827557301445,50,1000,0.3333333333333333,0.6666666666666666,6.0,16.0,1.0,2019.0,2.0,0.0,0.4311943540739834,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2153,32,1,500,0,500.0,500.0,0.0,500.0,500.0,1,500,500.0,0.0,500,500,1.0,0.0,6.0,12.0,1.0,2019.0,5.0,1.0,-0.33750847788543664,-0.8430518131541136,0.0,0.7896345235372848
CustomerId_2154,1,127,489358,0,307922.0,2424.582677165354,4658.105922451411,-5000.0,16000.0,127,489358,3853.212598425197,4116.233961507991,110,17680,0.7086614173228346,0.29133858267716534,13.913385826771654,14.149606299212598,8.078740157480315,2018.3543307086613,3.3307086614173227,0.25984251968503935,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2155,74,5,31000,0,19000.0,3800.0,6685.805860178712,-5000.0,10000.0,5,31000,6200.0,3834.057902536163,1000,10000,0.6,0.4,17.2,30.0,11.0,2018.0,4.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2156,58,8,4140,0,4060.0,507.5,470.5847426340977,-20.0,1000.0,8,4140,517.5,457.96911935818804,10,1000,0.625,0.375,15.75,14.5,12.0,2018.0,4.5,0.375,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2157,41,1,1000,0,1000.0,1000.0,0.0,1000.0,1000.0,1,1000,1000.0,0.0,1000,1000,1.0,0.0,5.0,3.0,1.0,2019.0,3.0,0.0,-0.33750847788543664,-0.8430518131541136,0.0,0.7896345235372848
CustomerId_2158,85,3,225000,0,225000.0,75000.0,108512.67207105353,5000.0,200000.0,3,225000,75000.0,108512.67207105353,5000,200000,1.0,0.0,7.333333333333333,20.0,11.0,2018.0,1.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2159,35,3,4000,0,4000.0,1333.3333333333333,577.3502691896257,1000.0,2000.0,3,4000,1333.3333333333333,577.3502691896257,1000,2000,1.0,0.0,13.0,8.0,1.0,2019.0,1.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2165,55,3,6250,0,3750.0,1250.0,3269.174207655505,-1000.0,5000.0,3,6250,2083.3333333333335,2553.592241007427,250,5000,0.3333333333333333,0.6666666666666666,1.0,20.0,12.0,2018.0,3.0,0.0,0.4311943540739834,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2166,41,1,50000,0,50000.0,50000.0,0.0,50000.0,50000.0,1,50000,50000.0,0.0,50000,50000,1.0,0.0,6.0,3.0,1.0,2019.0,3.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2167,25,10,62000,0,40000.0,4000.0,6164.414002968976,-5000.0,10000.0,10,62000,6200.0,3614.784456460256,1000,10000,0.7,0.3,11.1,19.1,6.5,2018.5,3.6,0.0,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2169,0,4,127000,0,127000.0,31750.0,46176.29261861546,2000.0,100000.0,4,127000,31750.0,46176.29261861546,2000,100000,1.0,0.0,8.5,13.0,1.25,2019.0,5.0,0.75,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2170,14,2,4000,0,4000.0,2000.0,0.0,2000.0,2000.0,2,4000,2000.0,0.0,2000,2000,1.0,0.0,14.0,29.0,1.0,2019.0,1.0,0.0,-0.33750847788543664,-0.8430518131541136,0.0,1.458347678759948
CustomerId_2171,1,17,123000,0,60000.0,3529.4117647058824,7381.290936032324,-5000.0,11500.0,17,123000,7235.294117647059,3478.1354876698283,500,11500,0.5294117647058824,0.47058823529411764,12.705882352941176,14.294117647058824,1.5294117647058822,2019.0,3.9411764705882355,0.11764705882352941,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2172,1,9,11160,0,8990.0,998.8888888888889,1759.0423136215657,-1000.0,5000.0,9,11160,1240.0,1577.0007133796737,10,5000,0.5555555555555556,0.4444444444444444,20.0,11.0,2.0,2019.0,0.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2173,4,7,51000,0,39000.0,5571.428571428572,6241.184258807054,-5000.0,10000.0,7,51000,7285.714285714285,3638.419332360584,1000,10000,0.7142857142857143,0.2857142857142857,15.0,8.0,2.0,2019.0,4.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2175,19,6,32000,0,20000.0,3333.3333333333335,6088.2400303098,-5000.0,10000.0,6,32000,5333.333333333333,4033.1955899344466,1000,10000,0.6666666666666666,0.3333333333333333,8.0,25.0,1.0,2019.0,4.0,0.0,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2176,28,3,12220,0,9780.0,3260.0,6714.372643814164,-1000.0,11000.0,3,12220,4073.3333333333335,6011.333739972631,220,11000,0.3333333333333333,0.6666666666666666,16.0,15.0,1.0,2019.0,1.0,0.0,0.4311943540739834,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2178,16,25,383867,0,361973.0,14478.92,33318.01133511222,-1629.0,120000.0,25,383867,15354.68,33370.187708891695,50,120000,0.6,0.4,13.52,17.4,1.0,2019.0,2.56,0.36,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2179,84,2,1000,0,1000.0,500.0,0.0,500.0,500.0,2,1000,500.0,0.0,500,500,1.0,0.0,5.0,20.0,11.0,2018.0,1.0,0.0,-0.33750847788543664,-0.8430518131541136,0.0,0.7896345235372848
CustomerId_2181,75,1,1000,0,1000.0,1000.0,0.0,1000.0,1000.0,1,1000,1000.0,0.0,1000,1000,1.0,0.0,16.0,29.0,11.0,2018.0,3.0,0.0,-0.33750847788543664,-0.8430518131541136,0.0,0.7896345235372848
CustomerId_2183,74,7,31000,0,19000.0,2714.285714285714,4914.749424412389,-5000.0,10000.0,7,31000,4428.571428571428,3141.5040377258183,500,10000,0.7142857142857143,0.2857142857142857,18.0,30.0,11.0,2018.0,4.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2184,58,6,26062,0,338.0,56.333333333333336,6408.891375789315,-10000.0,10000.0,6,26062,4343.666666666667,5349.090452279403,40,11200,0.3333333333333333,0.6666666666666666,11.0,13.5,12.0,2018.0,0.0,0.0,0.4311943540739834,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2186,0,94,222118,0,160970.7,1712.454255319149,3244.631261632081,-6600.0,10200.0,94,222118,2362.9574468085107,2801.4388964678265,7,10200,0.6595744680851063,0.3404255319148936,13.446808510638299,19.882978723404257,1.2872340425531914,2019.0,3.095744680851064,0.35106382978723405,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2187,3,37,46510,0,45490.0,1229.4594594594594,1537.472575990194,-100.0,5000.0,37,46510,1257.027027027027,1514.3881508620805,10,5000,0.6216216216216216,0.3783783783783784,10.45945945945946,20.62162162162162,1.1891891891891893,2019.0,2.8378378378378377,0.2972972972972973,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2188,77,8,6075,0,3925.0,490.625,808.651600328773,-1000.0,1500.0,8,6075,759.375,519.6045027573513,25,1500,0.625,0.375,10.25,27.0,11.0,2018.0,1.0,0.0,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2190,35,1,1000,0,1000.0,1000.0,0.0,1000.0,1000.0,1,1000,1000.0,0.0,1000,1000,1.0,0.0,10.0,8.0,1.0,2019.0,1.0,0.0,-0.33750847788543664,-0.8430518131541136,0.0,0.7896345235372848
CustomerId_2191,63,3,42000,0,42000.0,14000.0,10392.304845413264,2000.0,20000.0,3,42000,14000.0,10392.304845413264,2000,20000,1.0,0.0,18.333333333333332,11.0,12.0,2018.0,1.0,0.0,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2192,11,4,22000,0,10000.0,2500.0,6757.711644237764,-5000.0,10000.0,4,22000,5500.0,3696.845502136473,1000,10000,0.5,0.5,18.0,1.0,2.0,2019.0,4.0,0.0,0.4311943540739834,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2198,65,1,100000,0,100000.0,100000.0,0.0,100000.0,100000.0,1,100000,100000.0,0.0,100000,100000,1.0,0.0,16.0,9.0,12.0,2018.0,6.0,1.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2204,8,7,218474,0,217926.0,31132.285714285714,56783.167370017574,-250.0,150000.0,7,218474,31210.571428571428,56733.00728516907,24,150000,0.7142857142857143,0.2857142857142857,10.285714285714286,9.428571428571429,4.142857142857143,2018.7142857142858,2.857142857142857,0.42857142857142855,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2205,18,8,119050,0,116950.0,14618.75,34680.870988197516,-1000.0,100000.0,8,119050,14881.25,34553.04346219013,50,100000,0.75,0.25,12.0,25.5,1.0,2019.0,4.5,0.5,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2206,53,6,41000,0,19000.0,3166.6666666666665,7626.707459098367,-5000.0,10000.0,6,41000,6833.333333333333,3763.863263545405,1000,10000,0.5,0.5,19.0,21.0,12.0,2018.0,4.0,0.0,0.4311943540739834,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2207,81,1,5000,0,5000.0,5000.0,0.0,5000.0,5000.0,1,5000,5000.0,0.0,5000,5000,1.0,0.0,4.0,24.0,11.0,2018.0,5.0,1.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2211,53,9,101000,0,79000.0,8777.777777777777,10353.474993664902,-5000.0,20000.0,9,101000,11222.222222222223,7224.57226723108,1000,20000,0.6666666666666666,0.3333333333333333,13.0,21.0,12.0,2018.0,4.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2212,4,22,126600,0,114150.0,5188.636363636364,5037.28790923444,-5000.0,15000.0,22,126600,5754.545454545455,4389.812586598036,100,15000,0.6818181818181818,0.3181818181818182,11.863636363636363,15.363636363636363,1.1818181818181819,2019.0,5.090909090909091,0.8181818181818182,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2213,0,47,313039,0,234070.8,4980.229787234042,10899.165832618546,-5000.0,45250.0,47,313039,6660.404255319149,10726.388232156156,12,48608,0.6170212765957447,0.3829787234042553,13.72340425531915,13.617021276595745,1.6595744680851063,2019.0,2.7872340425531914,0.10638297872340426,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2214,0,147,2079182,0,1810259.0,12314.687074829932,62250.326092979056,-5000.0,700000.0,147,2079182,14144.095238095239,64779.924994599474,20,733000,0.6054421768707483,0.3945578231292517,14.489795918367347,15.46938775510204,7.965986394557823,2018.3537414965986,3.122448979591837,0.272108843537415,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2215,41,2,120000,0,120000.0,60000.0,56568.5424949238,20000.0,100000.0,2,120000,60000.0,56568.5424949238,20000,100000,1.0,0.0,11.0,2.5,1.0,2019.0,2.5,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2216,1,236,2243420,0,1867116.0,7911.5084745762715,50463.491870940124,-5000.0,588668.0,236,2243420,9506.016949152543,50200.40596122754,200,588668,0.8135593220338984,0.1864406779661017,10.220338983050848,18.699152542372882,8.864406779661017,2018.2584745762713,3.097457627118644,0.08898305084745763,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2217,0,13,100000,0,50000.0,3846.153846153846,7403.221751892369,-5000.0,10000.0,13,100000,7692.307692307692,2594.372608313854,5000,10000,0.6153846153846154,0.38461538461538464,11.307692307692308,12.615384615384615,1.6153846153846154,2019.0,3.6923076923076925,0.07692307692307693,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2218,3,1,2000,0,2000.0,2000.0,0.0,2000.0,2000.0,1,2000,2000.0,0.0,2000,2000,1.0,0.0,14.0,9.0,2.0,2019.0,5.0,1.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2219,74,5,22250,0,11250.0,2250.0,5556.527692723217,-5000.0,10000.0,5,22250,4450.0,3528.45575287547,500,10000,0.6,0.4,8.2,21.6,11.0,2018.0,4.0,0.0,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2221,2,68,681730,0,508870.0,7483.382352941177,9596.378454068688,-5000.0,31200.0,68,681730,10025.441176470587,7094.718328493898,30,31200,0.7352941176470589,0.2647058823529412,11.088235294117647,14.705882352941176,3.3970588235294117,2018.7941176470588,3.7794117647058822,0.07352941176470588,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2223,32,5,40000,0,20000.0,4000.0,8215.838362577491,-5000.0,10000.0,5,40000,8000.0,2738.6127875258308,5000,10000,0.6,0.4,18.2,11.0,1.0,2019.0,4.0,0.0,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_2224,88,9,51600,0,29800.0,3311.1111111111113,6765.2502622675465,-5000.0,10700.0,9,51600,5733.333333333333,4595.922105519196,200,10700,0.4444444444444444,0.5555555555555556,12.222222222222221,16.0,11.0,2018.0,4.0,0.0,0.4311943540739834,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2226,13,1,10000,0,10000.0,10000.0,0.0,10000.0,10000.0,1,10000,10000.0,0.0,10000,10000,1.0,0.0,11.0,30.0,1.0,2019.0,2.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_2227,34,1,1000,0,1000.0,1000.0,0.0,1000.0,1000.0,1,1000,1000.0,0.0,1000,1000,1.0,0.0,4.0,10.0,1.0,2019.0,3.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
